ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET001963,CUST061397,Poor Customer Service,2024-09-16,2
TICKET001964,CUST000573,Incorrect Charges,2024-07-15,8
TICKET001965,CUST056526,Account Locked,2025-02-26,0
TICKET001966,CUST029118,KYC Verification Delay,2024-10-30,7
TICKET001967,CUST060503,Unauthorized Transaction,2024-06-01,5
TICKET001968,CUST034871,Mobile App Issues,2024-05-28,4
TICKET001969,CUST000119,ATM Withdrawal Failed,2025-02-16,5
TICKET001970,CUST045993,Unauthorized Transaction,2025-02-13,3
TICKET001971,CUST041706,KYC Verification Delay,2024-11-30,7
TICKET001972,CUST072489,Card Not Working,2024-06-19,0
TICKET001973,CUST061921,ATM Withdrawal Failed,2024-12-14,5
TICKET001974,CUST031809,Loan Application Rejected,2024-07-02,1
TICKET001975,CUST094616,Card Not Working,2024-10-03,5
TICKET001976,CUST030923,KYC Verification Delay,2025-01-02,9
TICKET001977,CUST024040,Loan Application Rejected,2025-05-04,9
TICKET001978,CUST026257,Poor Customer Service,2024-08-30,3
TICKET001979,CUST017529,Card Not Working,2024-10-25,1
TICKET001980,CUST021683,Incorrect Charges,2024-11-22,9
TICKET001981,CUST046085,Incorrect Charges,2024-12-12,1
TICKET001982,CUST064050,Mobile App Issues,2024-12-14,2
TICKET001983,CUST041301,Card Not Working,2025-04-20,4
TICKET001984,CUST022921,Card Not Working,2025-01-15,6
TICKET001985,CUST086609,Unauthorized Transaction,2024-05-22,8
TICKET001986,CUST067596,ATM Withdrawal Failed,2025-01-20,10
TICKET001987,CUST053017,Delayed Refund,2025-03-26,0
TICKET001988,CUST097757,Poor Customer Service,2024-12-04,5
TICKET001989,CUST076844,Unauthorized Transaction,2025-02-23,6
TICKET001990,CUST013656,Mobile App Issues,2024-09-16,9
TICKET001991,CUST059962,Account Locked,2024-11-24,3
TICKET001992,CUST058309,KYC Verification Delay,2024-12-13,1
TICKET001993,CUST002740,Incorrect Charges,2025-02-08,5
TICKET001994,CUST063013,Mobile App Issues,2024-07-26,4
TICKET001995,CUST031385,Loan Application Rejected,2025-02-12,7
TICKET001996,CUST003706,Incorrect Charges,2024-07-01,3
TICKET001997,CUST084369,Mobile App Issues,2025-03-05,2
TICKET001998,CUST028326,Delayed Refund,2025-01-28,2
TICKET001999,CUST026142,Loan Application Rejected,2024-10-17,1
TICKET002000,CUST062868,Account Locked,2024-11-26,1
TICKET002001,CUST025922,Mobile App Issues,2024-06-20,3
TICKET002002,CUST090816,Incorrect Charges,2025-02-11,10
TICKET002003,CUST022441,Delayed Refund,2024-08-24,3
TICKET002004,CUST006972,Account Locked,2024-10-07,2
TICKET002005,CUST031576,Delayed Refund,2024-05-29,0
TICKET002006,CUST050906,KYC Verification Delay,2025-02-12,7
TICKET002007,CUST093022,Incorrect Charges,2024-07-08,7
TICKET002008,CUST071462,Card Not Working,2024-09-29,3
TICKET002009,CUST024733,ATM Withdrawal Failed,2025-02-04,8
TICKET002010,CUST006960,ATM Withdrawal Failed,2024-10-12,1
TICKET002011,CUST033209,ATM Withdrawal Failed,2024-10-03,9
TICKET002012,CUST067461,Mobile App Issues,2024-10-10,3
TICKET002013,CUST000075,ATM Withdrawal Failed,2024-06-07,0
TICKET002014,CUST030081,ATM Withdrawal Failed,2025-04-11,2
TICKET002015,CUST024602,KYC Verification Delay,2024-09-24,5
TICKET002016,CUST088152,Delayed Refund,2025-01-17,4
TICKET002017,CUST088428,Account Locked,2024-06-13,5
TICKET002018,CUST005580,Card Not Working,2024-07-29,1
TICKET002019,CUST057195,Poor Customer Service,2025-02-22,0
TICKET002020,CUST093639,Delayed Refund,2024-09-13,3
TICKET002021,CUST068130,Poor Customer Service,2025-04-26,4
TICKET002022,CUST071569,KYC Verification Delay,2024-10-12,6
TICKET002023,CUST076746,Unauthorized Transaction,2024-07-09,10
TICKET002024,CUST040523,Unauthorized Transaction,2025-01-25,10
TICKET002025,CUST098569,ATM Withdrawal Failed,2025-01-13,1
TICKET002026,CUST065894,Card Not Working,2025-04-25,5
TICKET002027,CUST036507,Poor Customer Service,2024-12-28,4
TICKET002028,CUST065792,Card Not Working,2024-05-23,6
TICKET002029,CUST086103,Mobile App Issues,2024-10-01,3
TICKET002030,CUST031636,Card Not Working,2025-04-24,5
TICKET002031,CUST064814,Incorrect Charges,2024-10-04,1
TICKET002032,CUST064550,Unauthorized Transaction,2025-02-01,0
TICKET002033,CUST083459,KYC Verification Delay,2024-11-21,3
TICKET002034,CUST095832,Account Locked,2024-05-19,9
TICKET002035,CUST050225,Account Locked,2024-05-23,7
TICKET002036,CUST092795,KYC Verification Delay,2024-06-19,5
TICKET002037,CUST092748,Account Locked,2025-03-20,1
TICKET002038,CUST053801,Incorrect Charges,2024-08-11,1
TICKET002039,CUST088990,KYC Verification Delay,2025-05-06,4
TICKET002040,CUST020309,ATM Withdrawal Failed,2024-12-02,8
TICKET002041,CUST075600,ATM Withdrawal Failed,2025-04-22,4
TICKET002042,CUST039735,KYC Verification Delay,2025-02-07,5
TICKET002043,CUST069496,Incorrect Charges,2025-04-18,1
TICKET002044,CUST018248,Card Not Working,2024-05-14,1
TICKET002045,CUST060627,KYC Verification Delay,2025-01-25,7
TICKET002046,CUST093026,Incorrect Charges,2025-01-23,6
TICKET002047,CUST028739,Card Not Working,2024-10-17,4
TICKET002048,CUST075261,ATM Withdrawal Failed,2024-06-11,7
TICKET002049,CUST020196,ATM Withdrawal Failed,2024-09-19,4
TICKET002050,CUST012432,Unauthorized Transaction,2024-09-25,4
TICKET002051,CUST066354,Delayed Refund,2024-08-13,0
TICKET002052,CUST009516,Unauthorized Transaction,2024-11-21,5
TICKET002053,CUST022775,Delayed Refund,2025-01-27,5
TICKET002054,CUST020162,Loan Application Rejected,2024-12-18,9
TICKET002055,CUST004164,Incorrect Charges,2024-07-26,7
TICKET002056,CUST073177,ATM Withdrawal Failed,2025-04-24,6
TICKET002057,CUST089355,Unauthorized Transaction,2024-11-21,5
TICKET002058,CUST012467,Delayed Refund,2024-06-20,10
TICKET002059,CUST034623,Unauthorized Transaction,2024-12-10,9
TICKET002060,CUST003190,Mobile App Issues,2025-02-01,1
TICKET002061,CUST061681,Loan Application Rejected,2024-06-08,3
TICKET002062,CUST042408,Delayed Refund,2024-12-10,10
TICKET002063,CUST031808,Poor Customer Service,2024-11-02,7
TICKET002064,CUST062118,Unauthorized Transaction,2024-08-05,0
TICKET002065,CUST021002,Loan Application Rejected,2024-12-15,3
TICKET002066,CUST043129,Account Locked,2024-07-13,3
TICKET002067,CUST040165,Unauthorized Transaction,2024-06-02,4
TICKET002068,CUST004504,Incorrect Charges,2025-02-22,0
TICKET002069,CUST067319,Account Locked,2024-11-26,8
TICKET002070,CUST015890,Delayed Refund,2024-06-14,4
TICKET002071,CUST084632,Account Locked,2024-09-18,2
TICKET002072,CUST032906,Unauthorized Transaction,2025-01-23,6
TICKET002073,CUST093549,Poor Customer Service,2025-03-09,7
TICKET002074,CUST022167,Unauthorized Transaction,2024-09-30,1
TICKET002075,CUST024718,Mobile App Issues,2024-08-20,3
TICKET002076,CUST038159,Poor Customer Service,2024-08-18,0
TICKET002077,CUST068762,Loan Application Rejected,2024-10-24,10
TICKET002078,CUST022430,Loan Application Rejected,2024-07-29,6
TICKET002079,CUST012621,KYC Verification Delay,2024-10-20,2
TICKET002080,CUST039929,Delayed Refund,2025-01-06,9
TICKET002081,CUST025527,ATM Withdrawal Failed,2024-05-10,1
TICKET002082,CUST099648,ATM Withdrawal Failed,2024-10-16,5
TICKET002083,CUST079708,Unauthorized Transaction,2024-08-25,5
TICKET002084,CUST035603,Loan Application Rejected,2024-08-22,6
TICKET002085,CUST085720,Loan Application Rejected,2025-01-01,0
TICKET002086,CUST038468,Unauthorized Transaction,2024-08-12,1
TICKET002087,CUST043281,Incorrect Charges,2024-10-07,3
TICKET002088,CUST015920,Loan Application Rejected,2024-07-08,3
TICKET002089,CUST083503,Incorrect Charges,2024-10-04,8
TICKET002090,CUST074551,Mobile App Issues,2024-09-04,8
TICKET002091,CUST023489,Loan Application Rejected,2025-03-26,2
TICKET002092,CUST063751,Delayed Refund,2024-12-12,7
TICKET002093,CUST056567,Delayed Refund,2025-03-27,2
TICKET002094,CUST042612,Delayed Refund,2024-08-22,0
TICKET002095,CUST004894,Mobile App Issues,2025-03-07,4
TICKET002096,CUST026793,Mobile App Issues,2024-08-18,4
TICKET002097,CUST049781,Unauthorized Transaction,2024-09-28,2
TICKET002098,CUST080346,Account Locked,2025-01-14,5
TICKET002099,CUST011797,Incorrect Charges,2024-10-22,2
TICKET002100,CUST015213,Card Not Working,2025-03-31,8
TICKET002101,CUST081282,Mobile App Issues,2024-12-11,1
TICKET002102,CUST004953,Incorrect Charges,2024-09-25,7
TICKET002103,CUST005540,Incorrect Charges,2024-10-25,3
TICKET002104,CUST083988,Unauthorized Transaction,2025-01-08,10
TICKET002105,CUST036768,KYC Verification Delay,2024-08-05,9
TICKET002106,CUST000839,ATM Withdrawal Failed,2025-01-19,4
TICKET002107,CUST026439,Card Not Working,2024-05-19,9
TICKET002108,CUST085456,Delayed Refund,2024-07-21,2
TICKET002109,CUST097502,Incorrect Charges,2024-09-26,1
TICKET002110,CUST045227,Card Not Working,2024-09-11,7
TICKET002111,CUST025855,Delayed Refund,2025-01-13,3
TICKET002112,CUST047732,ATM Withdrawal Failed,2025-03-24,2
TICKET002113,CUST058727,Unauthorized Transaction,2025-01-17,0
TICKET002114,CUST001477,Incorrect Charges,2024-09-20,8
TICKET002115,CUST039800,Incorrect Charges,2025-03-10,3
TICKET002116,CUST040435,Incorrect Charges,2024-06-06,1
TICKET002117,CUST054020,ATM Withdrawal Failed,2025-05-03,3
TICKET002118,CUST009480,KYC Verification Delay,2025-02-02,0
TICKET002119,CUST057256,Card Not Working,2024-07-05,7
TICKET002120,CUST049335,Unauthorized Transaction,2025-01-28,3
TICKET002121,CUST064384,Account Locked,2024-06-26,9
TICKET002122,CUST079376,Card Not Working,2024-09-20,5
TICKET002123,CUST079189,Mobile App Issues,2024-08-28,4
TICKET002124,CUST083092,Card Not Working,2024-08-04,3
TICKET002125,CUST067893,Poor Customer Service,2025-03-17,7
TICKET002126,CUST033989,Account Locked,2024-05-27,1
TICKET002127,CUST059478,Poor Customer Service,2025-03-30,9
TICKET002128,CUST000266,Unauthorized Transaction,2024-11-18,10
TICKET002129,CUST017639,Account Locked,2024-10-26,6
TICKET002130,CUST034602,Delayed Refund,2025-05-06,4
TICKET002131,CUST076332,Unauthorized Transaction,2025-04-12,0
TICKET002132,CUST075002,Incorrect Charges,2024-12-24,2
TICKET002133,CUST063274,Card Not Working,2024-08-20,2
TICKET002134,CUST026954,Delayed Refund,2024-06-30,8
TICKET002135,CUST043181,Mobile App Issues,2024-09-02,0
TICKET002136,CUST004614,Delayed Refund,2024-05-15,0
TICKET002137,CUST049651,Incorrect Charges,2024-12-06,5
TICKET002138,CUST008840,Poor Customer Service,2024-05-28,9
TICKET002139,CUST015126,Account Locked,2025-05-04,8
TICKET002140,CUST002954,Card Not Working,2024-10-17,10
TICKET002141,CUST023496,Poor Customer Service,2025-03-20,4
TICKET002142,CUST050048,Incorrect Charges,2024-09-24,4
TICKET002143,CUST027892,Mobile App Issues,2024-12-28,9
TICKET002144,CUST063176,Incorrect Charges,2025-02-06,1
TICKET002145,CUST014013,Loan Application Rejected,2024-05-31,1
TICKET002146,CUST004769,Delayed Refund,2025-01-08,9
TICKET002147,CUST018738,Incorrect Charges,2024-08-24,10
TICKET002148,CUST060780,Poor Customer Service,2025-03-15,4
TICKET002149,CUST009704,Account Locked,2025-04-23,4
TICKET002150,CUST093912,Delayed Refund,2024-09-16,0
TICKET002151,CUST090868,Loan Application Rejected,2025-02-24,4
TICKET002152,CUST024437,Account Locked,2024-11-18,3
TICKET002153,CUST098861,ATM Withdrawal Failed,2024-07-24,9
TICKET002154,CUST089937,Account Locked,2025-01-25,2
TICKET002155,CUST022343,Loan Application Rejected,2024-12-09,6
TICKET002156,CUST086808,Card Not Working,2024-09-17,0
TICKET002157,CUST005732,Delayed Refund,2025-03-31,10
TICKET002158,CUST029747,KYC Verification Delay,2025-02-26,9
TICKET002159,CUST004892,Card Not Working,2025-03-14,7
TICKET002160,CUST012493,Card Not Working,2025-01-24,8
TICKET002161,CUST013365,ATM Withdrawal Failed,2024-07-24,9
TICKET002162,CUST060450,KYC Verification Delay,2025-04-01,2
TICKET002163,CUST042591,Delayed Refund,2024-07-29,7
TICKET002164,CUST010477,Account Locked,2025-01-13,0
TICKET002165,CUST064218,Loan Application Rejected,2024-09-25,0
TICKET002166,CUST041172,ATM Withdrawal Failed,2024-08-21,4
TICKET002167,CUST061335,Delayed Refund,2024-09-24,0
TICKET002168,CUST092476,Account Locked,2024-12-04,1
TICKET002169,CUST073878,Incorrect Charges,2024-06-05,10
TICKET002170,CUST075786,Unauthorized Transaction,2025-03-12,3
TICKET002171,CUST036473,Card Not Working,2024-07-06,0
TICKET002172,CUST073655,Mobile App Issues,2025-02-25,4
TICKET002173,CUST034969,Poor Customer Service,2024-08-16,2
TICKET002174,CUST028925,KYC Verification Delay,2024-10-30,7
TICKET002175,CUST005137,Incorrect Charges,2025-05-09,3
TICKET002176,CUST026602,Card Not Working,2024-10-01,0
TICKET002177,CUST069598,KYC Verification Delay,2024-08-25,8
TICKET002178,CUST024748,ATM Withdrawal Failed,2024-07-31,10
TICKET002179,CUST022937,Mobile App Issues,2024-10-23,7
TICKET002180,CUST045199,Loan Application Rejected,2024-11-18,6
TICKET002181,CUST008040,ATM Withdrawal Failed,2024-09-21,1
TICKET002182,CUST023307,Loan Application Rejected,2025-02-05,2
TICKET002183,CUST055892,Card Not Working,2024-10-22,7
TICKET002184,CUST018561,ATM Withdrawal Failed,2024-05-22,3
TICKET002185,CUST060603,Unauthorized Transaction,2024-08-19,5
TICKET002186,CUST077033,Delayed Refund,2025-03-03,6
TICKET002187,CUST082584,KYC Verification Delay,2024-10-08,5
TICKET002188,CUST006257,Poor Customer Service,2024-09-29,9
TICKET002189,CUST011306,Card Not Working,2024-10-05,7
TICKET002190,CUST065284,KYC Verification Delay,2025-05-10,5
TICKET002191,CUST005967,ATM Withdrawal Failed,2024-07-12,9
TICKET002192,CUST081182,Poor Customer Service,2024-11-06,2
TICKET002193,CUST094460,Incorrect Charges,2024-10-24,2
TICKET002194,CUST035991,Account Locked,2024-08-14,4
TICKET002195,CUST008096,Card Not Working,2024-08-16,8
TICKET002196,CUST048230,Poor Customer Service,2025-04-01,7
TICKET002197,CUST084239,Loan Application Rejected,2025-03-29,6
TICKET002198,CUST004959,Account Locked,2024-10-24,2
TICKET002199,CUST018201,ATM Withdrawal Failed,2025-03-25,10
TICKET002200,CUST009071,Delayed Refund,2024-08-12,4
TICKET002201,CUST060328,Delayed Refund,2024-09-10,8
TICKET002202,CUST046790,Poor Customer Service,2025-02-14,3
TICKET002203,CUST060507,Delayed Refund,2025-03-17,5
TICKET002204,CUST039354,Card Not Working,2024-10-12,0
TICKET002205,CUST086469,Loan Application Rejected,2025-02-13,10
TICKET002206,CUST021258,Loan Application Rejected,2025-04-10,3
TICKET002207,CUST035386,Delayed Refund,2024-05-31,6
TICKET002208,CUST093536,ATM Withdrawal Failed,2024-08-03,5
TICKET002209,CUST033052,Delayed Refund,2024-09-05,10
TICKET002210,CUST039923,KYC Verification Delay,2024-05-13,3
TICKET002211,CUST038304,Loan Application Rejected,2024-09-04,0
TICKET002212,CUST098086,Unauthorized Transaction,2025-02-18,7
TICKET002213,CUST019545,Card Not Working,2025-01-22,2
TICKET002214,CUST072365,Mobile App Issues,2025-03-31,4
TICKET002215,CUST056004,Poor Customer Service,2025-01-29,7
TICKET002216,CUST027400,ATM Withdrawal Failed,2024-12-17,3
TICKET002217,CUST010303,Account Locked,2024-10-10,7
TICKET002218,CUST061861,Poor Customer Service,2024-08-23,3
TICKET002219,CUST067842,ATM Withdrawal Failed,2025-02-26,8
TICKET002220,CUST010386,Account Locked,2025-05-05,6
TICKET002221,CUST064761,Delayed Refund,2024-07-15,7
TICKET002222,CUST029216,Delayed Refund,2025-02-06,2
TICKET002223,CUST064393,Card Not Working,2025-01-24,5
TICKET002224,CUST009924,Poor Customer Service,2025-02-14,1
TICKET002225,CUST057575,Incorrect Charges,2024-12-11,0
TICKET002226,CUST047690,Mobile App Issues,2024-12-25,1
TICKET002227,CUST083545,Poor Customer Service,2025-03-19,1
TICKET002228,CUST046948,Unauthorized Transaction,2025-01-17,2
TICKET002229,CUST088979,ATM Withdrawal Failed,2024-11-27,3
TICKET002230,CUST088540,Card Not Working,2025-05-04,4
TICKET002231,CUST094155,ATM Withdrawal Failed,2025-03-21,7
TICKET002232,CUST002117,Incorrect Charges,2025-02-04,0
TICKET002233,CUST053042,Mobile App Issues,2024-07-04,8
TICKET002234,CUST058574,KYC Verification Delay,2025-01-10,6
TICKET002235,CUST002344,Card Not Working,2024-12-30,8
TICKET002236,CUST014465,Poor Customer Service,2024-05-31,4
TICKET002237,CUST011364,Mobile App Issues,2025-01-01,7
TICKET002238,CUST015428,Delayed Refund,2024-10-09,5
TICKET002239,CUST008450,KYC Verification Delay,2024-08-26,5
TICKET002240,CUST055693,Delayed Refund,2025-01-15,0
TICKET002241,CUST048732,Incorrect Charges,2024-07-14,6
TICKET002242,CUST080534,Unauthorized Transaction,2024-06-18,1
TICKET002243,CUST076683,Poor Customer Service,2024-11-09,4
TICKET002244,CUST096663,Delayed Refund,2024-12-30,6
TICKET002245,CUST064235,Unauthorized Transaction,2024-09-05,8
TICKET002246,CUST091581,Incorrect Charges,2025-03-14,4
TICKET002247,CUST045998,ATM Withdrawal Failed,2024-06-29,3
TICKET002248,CUST011111,Poor Customer Service,2025-04-06,4
TICKET002249,CUST000618,Loan Application Rejected,2024-05-21,3
TICKET002250,CUST003184,Mobile App Issues,2024-05-13,8
TICKET002251,CUST038239,Mobile App Issues,2025-02-02,8
TICKET002252,CUST094012,KYC Verification Delay,2025-04-24,9
TICKET002253,CUST075342,KYC Verification Delay,2025-03-26,9
TICKET002254,CUST000357,Poor Customer Service,2024-10-10,4
TICKET002255,CUST049330,Delayed Refund,2024-09-18,4
TICKET002256,CUST067819,Account Locked,2024-07-01,9
TICKET002257,CUST027364,Loan Application Rejected,2025-01-24,6
TICKET002258,CUST030016,Unauthorized Transaction,2025-01-01,7
TICKET002259,CUST055072,Loan Application Rejected,2025-04-08,0
TICKET002260,CUST041302,Poor Customer Service,2025-03-12,1
TICKET002261,CUST067241,Card Not Working,2024-09-22,10
TICKET002262,CUST036162,Account Locked,2024-05-23,4
TICKET002263,CUST054078,Incorrect Charges,2024-09-30,1
TICKET002264,CUST069146,Delayed Refund,2024-09-20,4
TICKET002265,CUST027944,Unauthorized Transaction,2024-11-10,6
TICKET002266,CUST002410,ATM Withdrawal Failed,2024-05-22,0
TICKET002267,CUST036752,KYC Verification Delay,2025-02-11,0
TICKET002268,CUST030543,Account Locked,2025-04-09,5
TICKET002269,CUST022537,Card Not Working,2024-11-02,5
TICKET002270,CUST072424,KYC Verification Delay,2025-01-01,2
TICKET002271,CUST081046,Loan Application Rejected,2024-07-21,8
TICKET002272,CUST062462,KYC Verification Delay,2024-11-09,6
TICKET002273,CUST059729,Card Not Working,2024-06-26,10
TICKET002274,CUST062765,Delayed Refund,2024-05-25,5
TICKET002275,CUST032023,Card Not Working,2024-11-03,1
TICKET002276,CUST051318,Card Not Working,2025-02-05,6
TICKET002277,CUST085871,ATM Withdrawal Failed,2025-03-04,2
TICKET002278,CUST018967,Loan Application Rejected,2025-05-04,10
TICKET002279,CUST018918,Card Not Working,2025-05-05,5
TICKET002280,CUST026104,Loan Application Rejected,2025-01-08,7
TICKET002281,CUST028618,Poor Customer Service,2025-05-08,0
TICKET002282,CUST094530,Poor Customer Service,2025-01-26,5
TICKET002283,CUST018855,Unauthorized Transaction,2024-11-03,2
TICKET002284,CUST073091,Account Locked,2025-03-16,5
TICKET002285,CUST014273,Incorrect Charges,2025-03-25,4
TICKET002286,CUST025277,ATM Withdrawal Failed,2024-12-24,4
TICKET002287,CUST080430,Unauthorized Transaction,2025-01-20,1
TICKET002288,CUST067864,Mobile App Issues,2024-07-02,8
TICKET002289,CUST011274,Card Not Working,2024-11-27,3
TICKET002290,CUST086131,ATM Withdrawal Failed,2025-01-18,8
TICKET002291,CUST019097,Card Not Working,2025-05-05,2
TICKET002292,CUST051854,ATM Withdrawal Failed,2024-08-14,1
TICKET002293,CUST022034,Account Locked,2025-03-16,2
TICKET002294,CUST039131,Loan Application Rejected,2025-04-06,10
TICKET002295,CUST047670,Poor Customer Service,2024-11-03,6
TICKET002296,CUST070809,Mobile App Issues,2024-09-22,7
TICKET002297,CUST001380,Card Not Working,2024-11-10,1
TICKET002298,CUST013645,Poor Customer Service,2024-08-28,4
TICKET002299,CUST064433,Incorrect Charges,2024-12-13,7
TICKET002300,CUST052234,Poor Customer Service,2024-10-15,6
TICKET002301,CUST048545,Unauthorized Transaction,2025-05-05,10
TICKET002302,CUST067666,Card Not Working,2024-07-31,9
TICKET002303,CUST002783,Account Locked,2025-05-04,5
TICKET002304,CUST077995,Incorrect Charges,2025-01-18,3
TICKET002305,CUST087749,Account Locked,2025-04-17,4
TICKET002306,CUST052980,KYC Verification Delay,2024-05-11,10
TICKET002307,CUST004711,Mobile App Issues,2024-11-05,3
TICKET002308,CUST014301,Loan Application Rejected,2024-08-19,9
TICKET002309,CUST004485,KYC Verification Delay,2024-09-14,1
TICKET002310,CUST033919,Incorrect Charges,2024-09-19,5
TICKET002311,CUST078188,Loan Application Rejected,2024-06-16,0
TICKET002312,CUST011636,Unauthorized Transaction,2024-06-25,5
TICKET002313,CUST002201,Account Locked,2024-07-27,2
TICKET002314,CUST011506,Mobile App Issues,2025-04-14,9
TICKET002315,CUST012403,Unauthorized Transaction,2025-01-20,5
TICKET002316,CUST086574,Mobile App Issues,2024-11-03,1
TICKET002317,CUST077727,Account Locked,2024-12-03,0
TICKET002318,CUST044212,Mobile App Issues,2024-09-22,3
TICKET002319,CUST089996,Poor Customer Service,2025-02-22,4
TICKET002320,CUST064595,Incorrect Charges,2024-11-20,4
TICKET002321,CUST050702,Delayed Refund,2024-07-26,0
TICKET002322,CUST068314,Account Locked,2025-02-28,10
TICKET002323,CUST089508,Mobile App Issues,2024-12-18,3
TICKET002324,CUST053759,Loan Application Rejected,2024-11-09,8
TICKET002325,CUST015434,Card Not Working,2024-09-30,9
TICKET002326,CUST011776,KYC Verification Delay,2024-12-13,4
TICKET002327,CUST092014,Account Locked,2025-05-09,6
TICKET002328,CUST076803,KYC Verification Delay,2025-05-07,5
TICKET002329,CUST096352,Poor Customer Service,2024-09-02,3
TICKET002330,CUST025117,Incorrect Charges,2025-03-02,1
TICKET002331,CUST067977,Delayed Refund,2024-06-11,10
TICKET002332,CUST020697,KYC Verification Delay,2024-05-27,7
TICKET002333,CUST044699,Card Not Working,2025-02-13,7
TICKET002334,CUST011508,Delayed Refund,2024-10-05,0
TICKET002335,CUST041029,Loan Application Rejected,2025-01-14,1
TICKET002336,CUST088985,Account Locked,2024-06-09,7
TICKET002337,CUST087166,Mobile App Issues,2024-12-06,10
TICKET002338,CUST067818,Poor Customer Service,2025-03-07,2
TICKET002339,CUST040618,Poor Customer Service,2024-09-04,3
TICKET002340,CUST040348,Incorrect Charges,2024-11-11,3
TICKET002341,CUST007643,Mobile App Issues,2024-11-15,4
TICKET002342,CUST014325,Account Locked,2025-02-22,5
TICKET002343,CUST030622,Card Not Working,2024-09-11,4
TICKET002344,CUST053919,KYC Verification Delay,2025-02-04,9
TICKET002345,CUST048406,Unauthorized Transaction,2024-11-13,7
TICKET002346,CUST035974,Poor Customer Service,2025-04-29,1
TICKET002347,CUST094355,KYC Verification Delay,2024-07-12,6
TICKET002348,CUST085198,Mobile App Issues,2024-10-04,10
TICKET002349,CUST030564,Loan Application Rejected,2025-02-09,1
TICKET002350,CUST081476,Loan Application Rejected,2024-10-21,3
TICKET002351,CUST003140,Mobile App Issues,2024-09-15,5
TICKET002352,CUST039910,Poor Customer Service,2025-03-01,3
TICKET002353,CUST069369,Mobile App Issues,2024-07-16,0
TICKET002354,CUST027765,Account Locked,2024-07-02,1
TICKET002355,CUST073658,Account Locked,2025-04-04,3
TICKET002356,CUST036677,Loan Application Rejected,2025-04-08,8
TICKET002357,CUST044803,KYC Verification Delay,2024-10-08,3
TICKET002358,CUST085869,Unauthorized Transaction,2024-09-02,7
TICKET002359,CUST028507,ATM Withdrawal Failed,2024-07-06,2
TICKET002360,CUST089555,Loan Application Rejected,2024-10-15,2
TICKET002361,CUST001180,Poor Customer Service,2024-10-03,1
TICKET002362,CUST040934,Delayed Refund,2024-11-22,10
TICKET002363,CUST055121,Poor Customer Service,2024-08-22,3
TICKET002364,CUST026398,KYC Verification Delay,2025-05-07,5
TICKET002365,CUST037978,Card Not Working,2024-12-22,9
TICKET002366,CUST028952,Card Not Working,2025-02-24,2
TICKET002367,CUST095076,KYC Verification Delay,2024-10-05,5
TICKET002368,CUST002438,Incorrect Charges,2024-12-27,7
TICKET002369,CUST039246,Loan Application Rejected,2025-05-08,5
TICKET002370,CUST016555,Card Not Working,2024-10-01,3
TICKET002371,CUST099789,Loan Application Rejected,2024-09-04,8
TICKET002372,CUST014456,Card Not Working,2024-05-21,8
TICKET002373,CUST097978,Delayed Refund,2024-05-25,8
TICKET002374,CUST065217,KYC Verification Delay,2025-02-21,5
TICKET002375,CUST055143,Incorrect Charges,2024-11-12,3
TICKET002376,CUST088800,Loan Application Rejected,2024-11-25,10
TICKET002377,CUST002188,ATM Withdrawal Failed,2024-09-09,10
TICKET002378,CUST021219,ATM Withdrawal Failed,2024-11-25,7
TICKET002379,CUST021723,Delayed Refund,2025-02-07,4
TICKET002380,CUST059989,Mobile App Issues,2025-03-13,4
TICKET002381,CUST045825,KYC Verification Delay,2024-12-19,4
TICKET002382,CUST064635,ATM Withdrawal Failed,2025-01-21,5
TICKET002383,CUST099669,Delayed Refund,2024-12-07,10
TICKET002384,CUST056785,Account Locked,2024-06-14,5
TICKET002385,CUST069101,KYC Verification Delay,2025-04-16,9
TICKET002386,CUST095172,KYC Verification Delay,2024-12-28,3
TICKET002387,CUST060832,Account Locked,2025-02-07,5
TICKET002388,CUST056011,Loan Application Rejected,2025-01-11,4
TICKET002389,CUST095561,Delayed Refund,2024-06-11,6
TICKET002390,CUST089177,Mobile App Issues,2024-09-07,0
TICKET002391,CUST049118,Incorrect Charges,2025-01-01,4
TICKET002392,CUST085147,Incorrect Charges,2024-11-09,10
TICKET002393,CUST060908,Incorrect Charges,2024-08-17,2
TICKET002394,CUST076785,Mobile App Issues,2025-01-29,2
TICKET002395,CUST019721,Unauthorized Transaction,2024-09-14,9
TICKET002396,CUST085822,Incorrect Charges,2025-04-03,6
TICKET002397,CUST061829,Loan Application Rejected,2024-09-17,10
TICKET002398,CUST054835,ATM Withdrawal Failed,2024-05-10,0
TICKET002399,CUST032731,Incorrect Charges,2024-09-13,1
TICKET002400,CUST084101,Loan Application Rejected,2024-08-26,2
TICKET002401,CUST019849,Mobile App Issues,2025-01-24,9
TICKET002402,CUST038547,Card Not Working,2024-10-22,8
TICKET002403,CUST083398,Loan Application Rejected,2024-11-03,7
TICKET002404,CUST058906,Incorrect Charges,2024-12-01,5
TICKET002405,CUST049998,Unauthorized Transaction,2024-06-23,1
TICKET002406,CUST026177,Loan Application Rejected,2025-04-28,1
TICKET002407,CUST019442,Card Not Working,2025-03-31,1
TICKET002408,CUST022825,KYC Verification Delay,2025-03-15,8
TICKET002409,CUST031543,Account Locked,2024-12-20,5
TICKET002410,CUST091644,Poor Customer Service,2024-07-17,5
